hospital_name,federal_entity,last_reported_day,is_latest_report,is_today_report,hospital_code,report_day,last_report_ts,ira_death_count,max_report_day,icu_beds_count,icu_beds_added_since_last_report,er_beds_count,er_beds_added_since_last_report,respiratory_units_count,adhoc_ira_capacity_added,adhoc_ira_capacity_respiratory_units_available,masks_available,gloves_available,soap_available,hand_sanitizer_available,ira_cases_in_uci_count,other_cases_in_uci_count,ira_cases_in_er_count,other_cases_in_er_count,ira_cases_in_respiratory_count,power_availability,wash_availability,covid_cases_suspected,covid_cases_confirmed_rapid_test,covid_cases_confirmed_test,covid_cases_confirmed_rapid_test_hospitalized_count,covid_cases_confirmed_test_hospitalized_count
Hospital Magallanes de Catia. Dtto,Distrito Capital,5/25/20,FALSE,FALSE,DCA006,5/22/20,2020-05-22T16:41:23,0,5/26/20,0,No,13,No,0,No,No,Sí hay,Sí hay,No hay,No hay,0,0,0,11,0,Sí hay,No hay,No,No,No,0,0
Hospital Magallanes de Catia. Dtto,Distrito Capital,5/25/20,FALSE,FALSE,DCA006,5/23/20,2020-05-24T08:36:00,0,5/26/20,0,No,13,No,0,No,No,Sí hay,Sí hay,No hay,No hay,0,0,0,12,0,Sí hay,No hay,No,No,No,0,0
Hospital Magallanes de Catia. Dtto,Distrito Capital,5/25/20,FALSE,FALSE,DCA006,5/24/20,2020-05-24T08:42:06,0,5/26/20,8,No,34,No,8,Sí,Sí,Sí hay,Sí hay,No hay,No hay,0,8,0,17,0,Sí hay,No hay,No,No,No,0,46
Hospital Magallanes de Catia. Dtto,Distrito Capital,5/25/20,TRUE,FALSE,DCA006,5/25/20,2020-05-25T18:56:59,0,5/26/20,0,No,13,No,0,No,Sí,Sí hay,Sí hay,No hay,No hay,0,0,0,10,0,Sí hay,No hay,No,No,No,0,46
Hospital Magallanes de Catia. Dtto,Distrito Capital,5/25/20,FALSE,FALSE,DCA006,5/26/20,,0,5/26/20,0,No,13,No,0,No,Sí,Sí hay,Sí hay,No hay,No hay,0,0,0,10,0,Sí hay,No hay,No,No,No,0,46
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,3/14/20,2020-03-15T17:43:30,0,5/26/20,1,No,76,No,2,No,No,No hay,No hay,No hay,No hay,0,0,0,5,0,No hay,No hay,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,3/15/20,2020-03-15T17:44:44,0,5/26/20,1,No,76,No,1,No,No,No hay,No hay,No hay,No hay,0,0,0,6,0,No hay,No hay,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,3/16/20,2020-03-16T12:49:19,0,5/26/20,1,No,76,No,1,No,No,No hay,No hay,No hay,No hay,0,0,0,8,0,No hay,No hay,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,3/17/20,2020-03-17T13:31:35,0,5/26/20,1,No,76,No,1,No,No,No hay,No hay,No hay,No hay,0,0,0,7,0,No hay,No hay,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,3/18/20,2020-03-18T12:10:36,0,5/26/20,1,No,76,No,1,No,No,No hay,No hay,No hay,No hay,0,0,0,7,0,No hay,No hay,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,3/19/20,2020-03-20T10:56:35,0,5/26/20,1,No,76,No,1,No,No,No hay,No hay,No hay,No hay,0,1,0,5,0,No hay,No hay,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,3/20/20,2020-03-20T14:08:47,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,No hay,0,1,0,5,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,3/21/20,2020-03-21T12:23:28,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,No hay,0,0,0,5,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,3/22/20,2020-03-23T11:42:05,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,No hay,0,0,0,3,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,3/23/20,2020-03-23T11:45:03,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,No hay,0,0,0,4,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,3/24/20,2020-03-25T02:48:51,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,No hay,0,1,0,7,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,3/25/20,2020-03-25T14:09:05,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,No hay,0,1,0,7,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,3/26/20,2020-03-26T12:07:11,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,Hay de manera intermitente,No hay,0,1,0,6,6,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,3/27/20,2020-03-27T16:41:22,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,Hay de manera intermitente,No hay,0,1,0,5,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,3/28/20,2020-03-28T17:45:44,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,No hay,0,1,0,8,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,3/29/20,2020-03-29T12:46:21,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,No hay,0,11,0,6,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,3/30/20,2020-03-30T14:05:48,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,Hay de manera intermitente,No hay,0,1,1,6,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,3/31/20,2020-04-06T19:13:03,0,5/26/20,1,No,76,No,1,Sí,No,Sí hay,Hay de manera intermitente,Hay de manera intermitente,No hay,0,1,1,4,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/1/20,2020-04-06T19:15:03,0,5/26/20,1,No,76,No,1,Sí,No,Sí hay,Hay de manera intermitente,Hay de manera intermitente,No hay,0,1,1,5,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/2/20,2020-04-06T19:22:36,0,5/26/20,1,No,76,No,1,Sí,No,Sí hay,Hay de manera intermitente,No hay,No hay,0,1,1,6,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/3/20,2020-04-06T19:25:39,0,5/26/20,1,No,76,No,1,Sí,No,Sí hay,Sí hay,Hay de manera intermitente,No hay,0,1,0,5,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/4/20,2020-04-06T19:27:38,0,5/26/20,1,No,76,No,1,Sí,No,Sí hay,Hay de manera intermitente,Hay de manera intermitente,No hay,0,1,0,4,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/5/20,2020-04-06T19:30:14,0,5/26/20,1,No,76,No,1,Sí,No,Sí hay,Sí hay,No hay,No hay,0,1,0,4,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/6/20,2020-04-06T19:32:47,0,5/26/20,1,No,76,No,1,Sí,No,Sí hay,Hay de manera intermitente,Hay de manera intermitente,No hay,0,1,0,3,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/7/20,2020-04-07T16:18:04,0,5/26/20,1,No,76,No,1,Sí,No,Sí hay,Sí hay,No hay,No hay,0,1,0,4,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/8/20,2020-04-08T16:16:19,0,5/26/20,1,No,76,No,1,Sí,No,Hay de manera intermitente,Sí hay,No hay,No hay,0,1,0,8,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/9/20,2020-04-12T19:41:44,0,5/26/20,1,No,76,No,1,Sí,No,Sí hay,Sí hay,No hay,No hay,0,1,1,6,0,Sí hay,Hay de manera intermitente,No,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/10/20,2020-04-12T19:43:36,0,5/26/20,1,No,76,No,1,Sí,No,Sí hay,Sí hay,No hay,No hay,0,1,0,4,0,Sí hay,Hay de manera intermitente,No,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/11/20,2020-04-12T19:45:26,0,5/26/20,1,No,76,No,1,Sí,No,Sí hay,Sí hay,No hay,No hay,0,1,0,4,0,Sí hay,Hay de manera intermitente,No,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/12/20,2020-04-12T19:47:17,0,5/26/20,1,No,76,No,1,Sí,No,Sí hay,Sí hay,No hay,No hay,0,1,0,3,0,Sí hay,Hay de manera intermitente,No,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/13/20,2020-04-13T16:25:58,0,5/26/20,1,No,76,No,1,Sí,No,Sí hay,Sí hay,Hay de manera intermitente,No hay,0,1,0,3,0,Sí hay,Hay de manera intermitente,No,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/14/20,,0,5/26/20,1,No,76,No,1,Sí,No,Sí hay,Sí hay,Hay de manera intermitente,No hay,0,1,0,3,0,Sí hay,Hay de manera intermitente,No,No hay,No hay,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/15/20,2020-04-16T19:45:20,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,No hay,0,1,0,6,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/16/20,2020-04-16T19:47:22,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,Hay de manera intermitente,No hay,0,1,0,5,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/17/20,2020-04-17T13:54:54,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,No hay,0,1,0,4,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/18/20,2020-04-23T15:59:17,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,No hay,0,1,0,5,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/19/20,2020-04-23T16:01:43,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,Hay de manera intermitente,Hay de manera intermitente,0,1,0,6,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/20/20,2020-04-23T16:04:09,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,No hay,0,1,0,5,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/21/20,2020-04-23T16:08:13,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,No hay,0,0,0,4,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/22/20,2020-04-23T16:17:21,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,No hay,0,0,0,4,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/23/20,2020-04-23T16:19:38,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,No hay,0,0,0,4,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/24/20,,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,No hay,0,0,0,4,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/25/20,,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,No hay,0,0,0,4,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/26/20,2020-04-26T02:13:42,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,No hay,0,0,0,3,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/27/20,2020-04-27T13:02:55,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,No hay,0,0,0,3,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/28/20,2020-04-28T13:21:46,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,0,0,7,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/29/20,2020-04-30T11:27:23,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,0,0,8,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,4/30/20,2020-04-30T13:25:55,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,0,0,9,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/1/20,2020-05-01T14:03:12,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,0,0,5,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/2/20,2020-05-02T17:00:09,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,0,0,5,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/3/20,2020-05-03T19:20:21,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,0,0,6,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/4/20,2020-05-04T15:20:09,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,0,0,8,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/5/20,2020-05-05T22:52:47,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,0,0,6,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/6/20,2020-05-07T03:47:02,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,Sí hay,0,0,0,8,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/7/20,2020-05-07T12:39:46,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,Sí hay,0,0,0,7,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/8/20,2020-05-09T06:29:32,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,Sí hay,0,0,0,8,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/9/20,2020-05-09T14:16:41,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Hay de manera intermitente,No hay,Sí hay,0,0,0,6,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/10/20,2020-05-10T20:31:13,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,0,0,9,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/11/20,2020-05-11T15:47:09,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,0,0,8,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/12/20,2020-05-12T13:28:54,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,1,0,8,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/13/20,2020-05-14T05:12:47,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,1,0,6,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/14/20,2020-05-14T14:52:56,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,1,0,7,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/15/20,2020-05-15T14:59:51,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,1,0,8,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/16/20,2020-05-16T16:25:55,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,1,0,5,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/17/20,2020-05-18T08:06:11,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,0,0,6,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/18/20,2020-05-18T18:06:26,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,0,0,5,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/19/20,2020-05-20T14:58:44,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,0,0,9,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/20/20,2020-05-20T15:00:34,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,0,0,7,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/21/20,2020-05-21T14:13:34,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,0,0,6,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/22/20,2020-05-22T16:08:15,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,0,0,5,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/23/20,2020-05-24T13:45:01,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,No hay,Sí hay,0,0,0,5,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,TRUE,FALSE,DCA007,5/24/20,2020-05-24T13:48:16,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,Hay de manera intermitente,Sí hay,0,0,0,6,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/25/20,,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,Hay de manera intermitente,Sí hay,0,0,0,6,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Instituto Oncologico Dr. Luis Raztti,Distrito Capital,5/24/20,FALSE,FALSE,DCA007,5/26/20,,0,5/26/20,1,No,76,No,1,No,No,Sí hay,Sí hay,Hay de manera intermitente,Sí hay,0,0,0,6,0,Sí hay,Hay de manera intermitente,No,No,No,0,0
Hospital Dr. Luis Razetti,Delta Amacuro,5/25/20,FALSE,FALSE,DEL000,3/14/20,2020-03-14T14:28:32,0,5/26/20,1,No,56,No,0,No,No,No hay,No hay,No hay,No hay,0,0,0,0,0,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Dr. Luis Razetti,Delta Amacuro,5/25/20,FALSE,FALSE,DEL000,3/15/20,2020-03-15T14:07:06,0,5/26/20,1,No,57,No,0,No,No,No hay,No hay,No hay,No hay,0,0,0,0,0,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Dr. Luis Razetti,Delta Amacuro,5/25/20,FALSE,FALSE,DEL000,3/16/20,2020-03-16T21:11:57,0,5/26/20,1,No,58,No,0,No,No,No hay,No hay,No hay,No hay,0,0,0,0,0,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Dr. Luis Razetti,Delta Amacuro,5/25/20,FALSE,FALSE,DEL000,3/17/20,2020-03-17T17:20:42,0,5/26/20,1,No,57,No,0,No,No,No hay,No hay,No hay,No hay,0,0,0,0,0,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Dr. Luis Razetti,Delta Amacuro,5/25/20,FALSE,FALSE,DEL000,3/18/20,2020-03-18T17:32:28,0,5/26/20,1,No,58,No,0,No,No,No hay,No hay,No hay,No hay,0,0,0,0,0,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Dr. Luis Razetti,Delta Amacuro,5/25/20,FALSE,FALSE,DEL000,3/19/20,2020-03-19T18:21:26,0,5/26/20,1,No,57,No,0,No,No,No hay,No hay,No hay,No hay,0,0,0,0,0,No hay,No hay,No hay,No hay,No hay,0,0
Hospital Dr. Luis Razetti,Delta Amacuro,5/25/20,FALSE,FALSE,DEL000,3/20/20,2020-03-20T16:45:17,0,5/26/20,1,No,57,No,0,No,No,Hay de manera intermitente,Hay de manera intermitente,Sí hay,No hay,0,0,0,0,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Dr. Luis Razetti,Delta Amacuro,5/25/20,FALSE,FALSE,DEL000,3/21/20,2020-03-21T15:25:13,0,5/26/20,1,No,57,No,1,No,No,Sí hay,Sí hay,Sí hay,No hay,0,0,0,0,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Dr. Luis Razetti,Delta Amacuro,5/25/20,FALSE,FALSE,DEL000,3/22/20,2020-03-22T15:26:37,0,5/26/20,1,No,57,No,0,No,No,Sí hay,Sí hay,Sí hay,No hay,0,0,0,0,0,Sí hay,Sí hay,No hay,No hay,No hay,0,0
Hospital Dr. Luis Razetti,Delta Amacuro,5/25/20,FALSE,FALSE,DEL000,3/23/20,2020-03-23T15:20:34,0,5/26/20,1,No,57,No,0,No,No,Hay de manera intermitente,Hay de manera intermitente,Sí hay,No hay,0,0,0,0,0,Sí hay,Hay de manera intermitente,No hay,No hay,No hay,0,0
Hospital Dr. Luis Razetti,Delta Amacuro,5/25/20,FALSE,FALSE,DEL000,3/24/20,2020-03-24T15:16:32,0,5/26/20,1,No,57,No,0,No,No,Hay de manera intermitente,Hay de manera intermitente,Sí hay,Hay de manera intermitente,0,0,0,0,0,Sí hay,Sí hay,No hay,No hay,No hay,0,0
